,title,year,duration,genres,rating,synopsis,directors,stars
591,30 Chua Phai Tet,2020.0,99,"
Comedy, Drama, Fantasy            ",3.7,"
A guy left his home for 12 years till he came back to claim what's his from his father, the vast Land, just to uncover that he had to live that day, year-end Lunar day, for another 12 years.",Quang Huy,"Viet Anh,Truong Giang,Van Hong,Oanh Kieu"
592,Friend Request,2020.0,61,"
Drama            ",4.6,"
This is a film about the 'very hush-hush' human trafficking industry. It will bring awareness to this multi-billion dollar scourge.","Chris Sanders,Kerry Ann Zamore","Augie,Antoinette Bailey,Andrew Barronette,Vincent Barronette"
593,Frieda: Coming Home,2020.0,91,"
Mystery, Thriller            ",4.6,"
A young American couple, Mark and Olivia, are expecting their first child. Before that, they want to make their dream of a trip to Europe come true. They book private accommodations through...                ",Michael W. Driesch,"Errol Trotman-Harewood,Maike Jüttendonk,Timo Willman,Elisabeth Kanettis"
594,White Demise,2020.0,70,"
Drama, Fantasy            ",4.2,"
A desperate woman embarks on a journey to find a life-saving bullet, seeking to reverse the tragic death of her daughter, but the only way to do that is through the man who revived her murderer.",Daeil Kim,"Kelly Macdougall,Lawrence Sams,John Spencer,Olivia Storm"
595,The Mountains Are a Dream That Call to Me,2020.0,95,,7.6,"
On the Annapurna Massif, Tukten, a young Nepali man setting off for a new life as a laborer in Dubai, encounters an older Australian woman who causes him to change course and discover his homeland in a new light.",Cedric Cheung-Lau,"Sanjay Lama Dong,Alice Cummins"
596,The House On Misty Lane: Chapter One,2020.0,110,"
Horror            ",,"
It's all Hallow's Eve and the people of Driftwood are preparing for the first annual Driftwood Comic-Con that's being held on Halloween. The Cooper family are new to Driftwood and may have ...                ",Kelly Weaver,"Sophia Aliotte,Yadii C. Arroyo,Eustacia Augustus,Jazzmon Baker"
597,The God of Wealth,2020.0,83,"
Comedy            ",,"
        ",Jon Art,"Eddy Ko,Jacky Kam,Frost Yaw,Freddie Wong"
598,Bring Down the Walls,2020.0,88,,6.7,"
A look at the prison industrial complex in the US through the lens of house music and nightlife, proposing the dance floor as a space of personal and collective liberation, and new ways in which we could come together as a society.",Phil Collins,"Robert Owens,Bianca Van Heydorn,Pilar Maschi,Pedro Colazzo"
599,O Lodo,2020.0,98,"
Drama            ",6.4,"
Manfredo seeks out a psychiatrist. The doctor insists on knowing his past, but there is something that Manfredo doesn't want to reveal and he abandons treatment. Dr. Pink starts to chase Manfredo and his life turns into hell.",Helvecio Ratton,"Eduardo Moreira,Renato Parara,Inês Peixoto,Rodolfo Vaz"
600,Jostissi de Carreró,2020.0,90,"
Action, Comedy, Crime            ",6.6,"
Golam is a lonely man who comes back to Porto Cristo (Mallorca) after a while - As soon as he arrives he is shocked when he discovers that a criminal gang called ""La Banda del Lobo"" (The ...                ",Pedro Miralles,"Joan Sebastià Parera,Joan Gelabert Fil,Victor Riera,Marc Terrés"
601,Neozoen,2020.0,100,"
Comedy, Crime, Drama            ",,"
When his schoolmate gets murdered on his way home, Leo teams up with some friends to start investigating, as he has a highly possible suggestion who the killer might be. Though he discovers...                ",Seza Tan Selen,"Uwe Schmieder,Julian Michael Boine,Jona Larm,Dea Xhelili"
602,Inside the Diamond,2020.0,78,"
Drama            ",6.7,"
        ",Viktor Johansson,"Hossein Ahmadi,Abdi Aziis,Arman Cho,Ida Hammernes"
603,A Love Unknown,2020.0,82,"
Drama            ",7.0,"
Two distant strangers, a woman in New York and her abandoned daughter she has never met in Singapore, try to break their endless fall into depression towards a better life. Elsewhere in a parallel universe, they live different fates.",John Clang,"Min Ko,Renée Ting"
604,Palm Springs,2020.0,90,"
Comedy, Fantasy, Mystery            ",7.4,"
Stuck in a time loop, two wedding guests develop a budding romance while living the same day over and over again.",Max Barbakow,"Andy Samberg,Cristin Milioti,J.K. Simmons,Peter Gallagher"
605,Minari,2020.0,115,"
Drama            ",7.4,"
A Korean family starts a farm in 1980s Arkansas.",Lee Isaac Chung,"Steven Yeun,Yeri Han,Alan Kim,Noel Cho"
606,The Nest,2020.0,107,"
Drama, Romance            ",6.3,"
Life for an entrepreneur and his American family begins to take a twisted turn after moving into an English country manor.",Sean Durkin,"Jude Law,Carrie Coon,Oona Roche,Charlie Shotwell"
607,Amulet,2020.0,99,"
Horror, Mystery            ",4.9,"
An ex-soldier, living homeless in London, is offered a place to stay at a decaying house inhabited by a young woman and her dying mother. As he starts to fall for her, he cannot ignore his suspicion that something sinister is going on.",Romola Garai,"Carla Juri,Alec Secareanu,Imelda Staunton,Anah Ruddin"
608,Downhill,2020.0,86,"
Comedy, Drama            ",4.9,"
Barely escaping an avalanche during a family ski vacation in the Alps, a married couple is thrown into disarray as they are forced to reevaluate their lives and how they feel about each other.","Nat Faxon,Jim Rash","Julia Louis-Dreyfus,Will Ferrell,Zach Woods,Zoe Chao"
609,Surge,2020.0,105,"
Thriller            ",6.1,"
Set over 24 hours in London, a man goes on a bold and reckless journey of self-liberation.",Aneil Karia,"Ben Whishaw,Ryan McKen,Victor Olamide,Jasmine Jobson"
610,Omniboat: A Fast Boat Fantasia,2020.0,120,"
Comedy            ",6.1,"
Chronicling the life of Lay'n Pipe, a 47 foot TopGun Cigarette speedboat, from its conception through the end of human civilization. It's not just a speedboat ride, it's a Miami adventure.","Hannah Fidell,Alexa Lim Haas,Dan Kwan,Lucas Leyva,Olivia West Lloyd,Jillian Mayer,The Meza Brothers,Terence Nance,Brett Potter,Dylan Redford,Xander Robin,Julian Yuri Rodriguez,Celia Rowlson-Hall,Daniel Scheinert","Eliezer Castro,River Butcher,Luther Campbell Jr.,Omar Caraballo"
611,The Glorias,2020.0,147,"
Biography, Drama, History            ",5.9,"
The story of feminist icon Gloria Steinem's itinerant childhood and its influence on her life as a writer, activist and organizer for women's rights worldwide.",Julie Taymor,"Julianne Moore,Alicia Vikander,Janelle Monáe,Ryan Kiera Armstrong"
612,Wendy,2020.0,111,"
Drama, Fantasy            ",5.7,"
Lost on a mysterious island where aging and time have come unglued, Wendy must fight to save her family, her freedom, and the joyous spirit of youth from the deadly peril of growing up.",Benh Zeitlin,"Devin France,Yashua Mack,Gage Naquin,Gavin Naquin"
613,Charter,2020.0,94,"
Drama            ",6.2,"
After a divorce, Alice hasn't seen her children in two months as she awaits a custody verdict. When her son calls her in the middle of the night, Alice takes action, abducting the children on an illicit charter trip to the Canary Islands.",Amanda Kernell,"Ane Dahl Torp,Sverrir Gudnason,Troy Lundkvist,Tintin Poggats Sarri"
614,I Carry You with Me,2020.0,111,"
Drama            ",6.7,"
Ambition and societal pressure propel an aspiring chef to leave his soulmate in Mexico and make the treacherous journey to New York, where life will never be the same.",Heidi Ewing,"Armando Espitia,Yael Tadeo,Raúl Briones,Alberto Juárez"
615,Territorio,2020.0,94,"
Drama            ",5.8,"
Manuel and Lupe want to have a baby. When Manuel discovers he is infertile, he starts to fall apart both physically and emotionally. After exploring several options, Manuel turns to Rubén, his new friend, to act as their donor.",Andres Clariond,"José Pescina,Paulina Gaitan,Jorge A. Jimenez,Austin Morgan"
616,Blast Beat,2020.0,105,"
Drama            ",5.3,"
When a family leaves their native Colombia for the United States in the summer of '99, a metalhead science prodigy and his aimless younger brother struggle to align the American Dream with their new reality.",Esteban Arango,"Mateo Arias,Kali Uchis,Moises Arias,Teo Aguiar"
617,Lamb of God,2020.0,114,"
Drama            ",7.2,"
Only a few priests and interns remain in a secluded run-down boys religious boarding school in North Argentina in 1961. Arrives Father Martin, who's intentions are not as clear as he claims they are.",Iván Noel,"Santiago Acevedo,Tino Leunda,Matias Benedetti,Emanuel Renzini"
618,Interreflections,2020.0,165,"
Fantasy, Sci-Fi            ",6.3,"
In a quest for a new, more humane society, a counter-culture revolution takes the world by storm. In the first of the InterReflections Trilogy, we look back to the modern world and wonder how it was we managed to survive as long as we had.",Peter Joseph,"Marisa Mendelson,Chris Grabher,Chris Silcox,Shiah Luna"
619,Summer White,2020.0,85,"
Drama            ",6.6,"
Life for a solitary teenager is altered when his mother brings home her new boyfriend to live with them.",Rodrigo Ruiz Patterson,"Adrián Ross,Sophie Alexander-Katz,Fabián Corres"
620,The Longest Day,2020.0,119,"
Drama            ",6.3,"
Midsummer in Sweden; somewhere above the Arctic Circle. Many curious stories unfold in a small Finnish-speaking village, while the sun never sets.",Jonas Selberg Augustsén,"Antti Autio,Christina Assa Bygdell,Daniel Eneris Sandström,Göran Forsmark"
621,Run Uje Run,2020.0,77,"
Comedy, Drama, Music            ",6.9,"
Uje, a pop star in the 1990s, gets diagnosed with Parkinson's. This is a film about his everyday struggles.",Henrik Schyffert,"Uje Brandelius,Therese Hörnqvist,Bixi Brandelius,Vega Brandelius"
622,The Trouble with Nature,2020.0,95,"
Drama            ",7.1,"
The philosopher Edmund Burke has fled London, debt collectors and a ramping midlife crisis to go on a grand tour of the Alps to rewrite his book on the Sublime in this 18. century road movie.",Illum Jacobi,"Antony Langdon,Nathalia Acevedo,Ulrik Wivel,Andrew Jeffers"
623,Sanzaru,2020.0,87,"
Drama            ",4.9,"
As dementia engulfs her employer, a fragile home health aide begins to question her own sanity.",Xia Magnus,"Aina Dumlao,Justin Arnold,Matthew Albrecht,Jon Viktor Corpuz"
624,The Light from the Chocolate Factory,2020.0,65,"
Comedy, Drama, Musical            ",7.3,"
Ingrid tries, together with several acquaintances, to compose a song for the wedding of a common friend. However she's more occupied with her mother's death that she by accident contributed to.",Dag Johan Haugerud,"Andrea Bræin Hovig,Henriette Steenstrup,Birgitte Larsen,Andrine Sæther"
625,The Dose,2020.0,93,"
Drama, Thriller            ",6.0,"
Marcos is an experienced nurse. He works in the night shift of a provincial private clinic. He is applied and professional but has a secret: in some extreme cases he applies euthanasia. ...                ",Martín Kraut,"Carlos Portaluppi,Ignacio Rogers,Lorena Vega,Arturo Bonín"
626,Death Inhabits at Night,2020.0,94,"
Drama            ",7.3,"
Based on Bukowski's writings, this portrait of a penniless writer and the women in his life is drenched in alcohol and cigarette smoke. A cautious search for soulmates in a world full of self-destruction.",Eduardo Morotó,"Roney Villela,Mariana Nunes,Rita Carelli,Enddi"
627,Emilia,2020.0,97,"
Drama            ",6.2,"
Emilia returns to her village after many years away. The break with Ana accelerated the decision. She goes to her mother's house and gets a job as a teacher at school. Gradually, Emília ...                ",Cesar Sodero,"Claudia Cantero,Fernando Contingiani,Glenda Daus,Nina Dziembrowski"
628,Weedman,2020.0,82,"
Drama            ",,"
A street level marijuana dealer's life is seen on a daily basis as he does business with his clientele and others around his city.",Ivan Pagan,"Douglas Amarante,Mango Beats,Souljah Bless,Melody Casanova"
629,Um Dia Com Jerusa,2020.0,74,"
Drama            ",6.8,"
""A Day with Jerusa"" follows Silvia, a young, mediumic market researcher facing the hardships of underemployment while awaiting the result of a public exam, and Jerusa, a gracious 77-...                ",Viviane Ferreira,"Léa Garcia,Débora Marçal,Antonio Pitanga"
630,Ek Sainik - The Tale of a warrior,2020.0,45,"
Action, Drama, War            ",7.9,"
The story revolves around a medieval kingdom named Subhangarh and its soldier named Ayaan who fought against the odds to save his kingdom from an unknown threat.",Pratyush Sharma,"Pratyush Sharma,Shivani Pathak,Priyom Gautam,Kushagra Sharma"
631,Ofrenda,2020.0,65,"
Drama            ",6.1,"
Two women who, at various stages in their lives, happen to be in the same place. Being and time. That might sound vague, but this is nonetheless what it is. The young teens spend time in ...                ",Juan Mónaco Cagni,Omar Arafat
632,The Father,2020.0,97,"
Drama, Mystery            ",8.2,"
A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",Florian Zeller,"Anthony Hopkins,Olivia Colman,Mark Gatiss,Olivia Williams"
633,Run Sweetheart Run,2020.0,104,"
Horror, Thriller            ",5.4,"
After what seems to be an innocent date, Cherie now faces a night of terror when her date hunts her down and tries to kill her. She now must run for her life throughout the city and escape his grasp.",Shana Feste,"Ella Balinska,Pilou Asbæk,Clark Gregg,Shohreh Aghdashloo"
634,His House,2020.0,93,"
Drama, Horror, Thriller            ",6.5,"
A refugee couple makes a harrowing escape from war-torn South Sudan, but then they struggle to adjust to their new life in an English town that has an evil lurking beneath the surface.",Remi Weekes,"Sope Dirisu,Wunmi Mosaku,Malaika Wakoli-Abigaba,Matt Smith"
635,Horse Girl,2020.0,103,"
Drama, Mystery, Thriller            ",6.0,"
Sarah, a socially isolated woman with a fondness for arts and crafts, horses, and supernatural crime shows finds her increasingly lucid dreams trickling into her waking life.",Jeff Baena,"Alison Brie,Molly Shannon,Goldenite,Stella Chestnut"
636,Nine Days,2020.0,124,"
Drama, Fantasy            ",6.8,"
A reclusive man conducts a series of interviews with human souls for a chance to be born.",Edson Oda,"Winston Duke,Zazie Beetz,Bill Skarsgård,Benedict Wong"
637,The Last Thing He Wanted,2020.0,115,"
Crime, Drama, Thriller            ",4.3,"
A veteran D.C. journalist loses the thread of her own narrative when a guilt-propelled errand for her father thrusts her from byline to unwitting subject in the very story she's trying to break. Adapted from Joan Didion's namesake novel.",Dee Rees,"Anne Hathaway,Ben Affleck,Rosie Perez,Willem Dafoe"
638,Tesla,2020.0,102,"
Biography, Drama            ",5.1,"
A freewheeling take on visionary inventor Nikola Tesla, his interactions with Thomas Edison and J.P. Morgan's daughter Anne, and his breakthroughs in transmitting electrical power and light.",Michael Almereyda,"Ethan Hawke,Eve Hewson,Eli A. Smith,Josh Hamilton"
639,The Rhythm Section,2020.0,109,"
Action, Drama, Mystery            ",5.4,"
A woman seeks revenge against those who orchestrated a plane crash that killed her family.",Reed Morano,"Blake Lively,Richard Brake,Elly Curtis,David Duggan"
640,The Killing of Two Lovers,2020.0,85,"
Drama            ",6.9,"
David desperately tries to keep his family of six together during a separation from his wife. They both agree to see other people but David struggles to grapple with his wife's new relationship.",Robert Machoian,"Clayne Crawford,Sepideh Moafi,Chris Coy,Avery Pizzuto"
641,A Perfectly Normal Family,2020.0,97,"
Drama, Family            ",6.8,"
Emma has a perfectly normal family until one day it turns out her dad, Thomas, is transgender. As Thomas becomes Agnete, both father and daughter struggle to hold on to what they had while accepting that everything has changed.",Malou Reymann,"Kaya Toft Loholt,Mikkel Boe Følsgaard,Rigmor Ranthe,Neel Rønholt"
642,Luxor,2020.0,85,"
Drama, Romance            ",5.2,"
When British aid worker Hana returns to the ancient city of Luxor, she meets former lover Sultan. As she wanders, haunted by the familiar place, she struggles to reconcile the choices of the past with the uncertainty of the present.",Zeina Durra,"Andrea Riseborough,Michael Landes,Shereen Reda,Karim Saleh"
643,Sylvie's Love,2020.0,114,"
Drama, Music, Romance            ",6.8,"
When a young woman meets an aspiring saxophonist in her father's record shop in 1950s Harlem, their love ignites a sweeping romance that transcends changing times, geography, and professional success.",Eugene Ashe,"Tessa Thompson,Nnamdi Asomugha,Eva Longoria,Aja Naomi King"
644,Charm City Kings,2020.0,125,"
Drama            ",6.6,"
Fourteen-year-old Mouse desperately wants to join the Midnight Clique, an infamous group of Baltimore dirt-bike riders who rule the summertime streets.",Angel Manuel Soto,"Jahi Di'Allo Winston,Meek Mill,William Catlett,Donielle T. Hansley Jr."
645,The Windermere Children,2020.0,88,"
Drama, War            ",7.2,"
This is the stark, moving, and ultimately redemptive story of the bonds these children make with one another, and of how the friendships forged at Windermere become a lifeline to a fruitful future.",Michael Samuels,"Thomas Kretschmann,Romola Garai,Iain Glen,Tim McInnerny"
646,The Last Shift,2020.0,90,"
Comedy, Drama            ",5.7,"
Stanley's last shift at his fast food job takes an unexpected turn when he befriends a young African-American work employee.",Andrew Cohn,"Richard Jenkins,Shane Paul McGhie,Da'Vine Joy Randolph,Ed O'Neill"
647,Exile,2020.0,121,"
Drama, Mystery, Thriller            ",6.7,"
EXIL tells the story of a chemical engineer of foreign origin who feels discriminated and bullied at work, plunging him into an identity crisis.",Visar Morina,"Misel Maticevic,Sandra Hüller,Rainer Bock,Thomas Mraz"
648,I Blame Society,2020.0,84,"
Comedy, Horror, Thriller            ",5.4,"
A struggling filmmaker realizes that the skill set to make a movie is the same to commit the perfect murder.",Gillian Wallace Horvat,"Gillian Wallace Horvat,Chase Williamson,Olivia Kuan,Macon Blair"
649,The Evening Hour,2020.0,114,"
Drama            ",5.4,"
Adaptation of Carter Sickels' 2012 novel.",Braden King,"Marc Menchaca,Cosmo Jarvis,Lili Taylor,Kerry Bishé"
650,High Tide,2020.0,103,"
Drama            ",5.3,"
Laura has lost control. After she sleeps with Weisman, the lead contractor building a barbecue shed in the backyard of her beach house, the other two workers on the job cross a boundary, ...                ",Verónica Chen,"Gloria Carrá,Jorge Sesán,Cristian Salguero,Mariana Chaud"
651,The Nose or Conspiracy of Mavericks,2020.0,89,"
Animation            ",7.0,"
A cheerful grim look at the follies of the twentieth century, anchored in Gogol's proto-surrealist novella 'The Nose' and Shostakovich's opera of the same name.",Andrey Khrzhanovskiy,
652,Nasir,2020.0,85,"
Drama            ",7.1,"
Salesman Nasir lives a contended life with his mother Fatima, wife Taj and nephew Iqbal in a closely populated ghetto. Employed in an apparel shop at the heart of a busy city, the middle ...                ",Arun Karthick,"Valavane Koumarane,Balasubramanian,Jensan Diwakar,Gayathri"
653,Quota,2020.0,101,"
Family            ",8.4,"
""Quota"" is all about the underprivileged children with families whose dues are yet a question in the society.",Amudhavanan P.,"Aadhil,Bhavaas,Chella,Naresh Madeswar"
654,Goud,2020.0,90,"
Drama            ",6.4,"
A talented young gymnast wants to reach the Olympic Games. His father guides him towards this goal. A coming of age movie.",Rogier Hesp,"David Wristers,Loes Haverkort,Marcel Hensema,Anna Tenta"
655,Transition,2020.0,75,"
Drama            ",9.1,"
The movie is taken as a travelogue where the protagonist travels from Madurai to Trivandrum urging to acquire his goal...which is unknown. The protagonist meets few people who all share ...                ",Krishnanunni Mangalath,"Reghu Chullimanoor,Krishna Kanth,Gowri Krishna,Aswin Krishnan"
656,Captain Happy Sun,2020.0,97,"
Comedy            ",5.8,"
After wishing upon the wrong star; a lowly office worker must survive the friendship of a chaotic deity and the madness that comes with it.",Aeyron Moore,"Nicholaus Weindel,Shad Hixenbaugh,Danial Blake,Dakota Corwin"
657,Only You Alone,2020.0,90,"
Drama            ",5.8,"
The protagonist is a girl suffering from epilepsy, chasing the dream of dancing. She floats between love, affection, and dreams, and she is desperate while giving her new life.",Zhou Zhou,Yun Chi
658,Nirvana Rebirth of Chinchilla,2020.0,75,"
Action, Fantasy            ",,"
To get the evidence of Prince of Xiangyang's rebellion, Chinchilla Bai Yutang heedlessly ventures into SKY-Scraping Tower and suffers a serious injury and hides himself in Jianghu. Bai ...                ",Jiang Shaodong,"Wenfeng Gao,Moxi Wang"
659,Hockey Journey,2020.0,72,"
Sport            ",,"
YouTube creator and beer league legend, Kane Van Gate, sets out to make his first feature film while exploring beautiful British Columbia with his hockey buddies, Pavel Barber and Greg Beaudin.",Dave W. Delaney,"Keith Van Gels,Brandon Barber,Greg Beaudin,Clayton Bury"
660,Historias de Toilette,2020.0,58,"
Comedy            ",,"
        ","Simón Fariza,José Juan Rodríguez,Antonio Savinelli","Anna Claudia Arrufat,Ramón Blanco Solaz,Àngel Fígols,Ferran Gadea"
661,Bruises,2020.0,82,"
Drama            ",,"
A bully is expelled from school after she violently attacks a fellow student. With her parents drifting apart, the young girl runs away from home.",Rahim Moledina,Sara Granato
662,Lost Girls,2020.0,95,"
Crime, Drama, Mystery            ",6.1,"
When Mari Gilbert's daughter disappears, police inaction drives her own investigation into the gated Long Island community where Shannan was last seen. Her search brings attention to over a dozen murdered sex workers.",Liz Garbus,"Amy Ryan,Thomasin McKenzie,Gabriel Byrne,Lola Kirke"
663,Sergio,2020.0,118,"
Biography, Drama, History            ",6.2,"
A sweeping drama set in the chaotic aftermath of the US invasion of Iraq, where the life of top UN diplomat ",Greg Barker,"Wagner Moura,Ana de Armas,Brían F. O'Byrne,Bradley Whitford"
664,Battle Star Wars,2020.0,86,"
Sci-Fi            ",1.9,"
When the leader of the evil Coalition threatens to destroy a Rebel planet for its resources, his daughter will have no choice but to join the Rebel side and fight for what is right.",James Thomas,"Alyson Gorske,Aimee Stolte,Justin Berti,Benedikt Sebastian"
665,Paradise Z,2020.0,80,"
Action, Drama, Horror            ",2.9,"
Two young women's plans to try to live a normal life in isolation after a world ending apocalypse go awry when they are discovered.",Wych Kaosayananda,"Milena Gorum,Alice Tantayanon,Brian Migliore,Michael S. New"
666,Older,2020.0,90,"
Drama, Romance            ",5.7,"
Older is a drama/romance about sex, love, relationships, growing up and how our nostalgic attachment to the past can colour our perception of the present, sometimes for the worse.",Guy Pigden,"Guy Pigden,Liesha Ward Knox,Astra McLaren,Harley Neville"
667,Heavenquest: A Pilgrim's Progress,2020.0,92,"
Action, Adventure, Fantasy            ",3.6,"
A regal man named Vangel is thrust on a journey against his will when he is mysteriously arrested and begins to have strange visions of a woman in white. Armed with an ancient book that he receives from a wise sage, his adventure begins.",Matt Bilen,"Patrick Thompson,Peta Sergeant,Alan Powell,In-pyo Cha"
668,Stan the Man,2020.0,97,"
Romance            ",7.5,"
Stan Mann (Steven Chase), a new money multi-millionaire, whose life consists of ladies, gambling and booze, lives at a 5-star hotel where the staff tends to his every need. Known as ""Stan ...                ",Steven Chase,"Steven Chase,Anne Leighton,Katherine Kelly Lang,Bradley Joseph"
669,The Cloud in Her Room,2020.0,101,"
Drama            ",6.3,"
Zhao Muzi went back to her hometown Hangzhou for spring festival. Her parents divorced years ago, her mother is dating a foreigner now while her father started a new family and had a new kid.",Xinyuan Zheng Lu,"Zhou Chen,Ye Hongming,Jin Jing,Dong Kangning"
670,Black History Activators,2020.0,75,,6.5,"
This important and timely collection features educational, in-depth introductions to some of the most notable and integral individuals and events that make up Black History.",William Butler,
671,I Don't Fire Myself,2020.0,111,"
Drama            ",5.9,"
Jeongeun works as a technical administrator at a company with severe discrimination against women. Not only she is waiting to be assigned, but also she is dispatched to work with a ...                ",Lee Tae-Gyeom,"Da-in Yoo,Oh Jung-se,Park Ji-Hong,Tae-hee Won"
672,Rainfalls,2020.0,79,"
Thriller            ",4.3,"
Taylor Royce is the strait-laced preacher who is an easy mark for his twin brother's femme-fatale wife, Brenda. But she has more than an extra-marital affair on her mind as she manipulates ...                ",Richard Poche,"Nikki Hoy,Sharon Teresa Louisell,Lillie Morrisson,Mary Newman"
673,8th Round Pick(2020),2020.0,101,"
Drama, Sport            ",5.2,"
Arriving home from the NFL draft Austin Aimes is a broken man returning to a broken town and a celebration he won't receive. As a top rated college quarterback it seemed Austin had a lock ...                ",Brett Bortle,"Daniel Contois,Ali Froid,Jacob Hasting,Tim Perez-Ross"
674,Forbidden Confessions,2020.0,49,"
Drama            ",,"
In a world where sexual fantasies drive the human soul - couples, sex workers, and illicit erotic affairs collide, in this passionate tale of, ""Forbidden Confessions"".",Bob Bragg,
675,Chaco,2020.0,80,"
Drama, War            ",5.6,"
In 1934, Bolivia is at war with Paraguay. Liborio and Ticona and other Bolivian indigenous soldiers are lost in the hell of the Chaco, under the commandment of German Captain Kundt. They're...                ",Diego Mondaca,"Raimundo Ramos,Fabián Arenillas,Mauricio Toledo,Fausto Castellón"
676,Aos Pedaços,2020.0,93,"
Drama            ",6.3,"
Eurico Cruz dawns angrily. A note, signed by an A. announces his death. When trying to find out who is threatening him, spaces, characters, his hatreds, loves and suspicions are mixed up.",Ruy Guerra,"Julio Adrião,Emílio de Mello,Simone Spoladore,Christiana Ubach"
677,The Hand Bag,2020.0,45,"
Action, Drama            ",4.5,"
We're all going to die but you'll wonder who's willing to go to the extreme for what they want.",Alvondo Vinson,"Jesse Dwight Bingham,Ronald Joseph,Rita Parker,Jamelia Potter"
678,The Bard's Curse,2020.0,82,"
Comedy            ",,"
Aspiring actors attempt to put on a production of Macbeth. Personalities clash and their plans go awry as it becomes apparent that, someone, or something, is determined to put a stop to the play.",Kate Bishop,"Tina Bains,Lucy Burrows,Catherine W. Chan,Shahir Figueria"
679,The Lion Rock,2020.0,97,"
Comedy, Drama, Romance            ",,"
The Lion Rock is a movie rich with nostalgia, sweetness, drama and comedy. The main character Saro, is a 10 year old boy who lives in a small fishing village named Santa Maria La Scala in ...                ",Rosario Scandura,"Marco Iermanò,Rosanna Sapia,Laura Gigante,Piergiuseppe Giuffrida"
680,Arms Reach,2020.0,273,"
Mystery            ",,"
        ",Octavia Earl,"Octavia Earl,Paul Stewart,James Thomas Jr.,James Thomas"
681,The Good Traitor,2020.0,115,"
Biography, Drama, War            ",6.4,"
At the beginning of World War II, when the Nazis invade Denmark in 1940, the Danish ambassador to America declares himself to be the only true representative of the free Danish people.",Christina Rosendahl,"Ulrich Thomsen,Denise Gough,Mikkel Boe Følsgaard,Zoë Tapper"
682,Games People Play,2020.0,117,"
Comedy, Drama            ",7.0,"
A comedy about the tragedy of being forever young.",Jenni Toivoniemi,"Iida-Maria Heinonen,Paula Vesala,Emmi Parviainen,Eero Milonoff"
683,I Love Tropoja,2020.0,103,"
Adventure, Comedy            ",5.7,"
A bank analyst is being promoted to head an office in one of the most dangerous parts of the country - Tropoja.",Ermal Mamaqi,"Bujar Asqeriu,Margent Caushi,Julian Deda,Arjola Demiri"
684,Block Z,2020.0,101,"
Action, Horror, Thriller            ",5.5,"
At a quarantined university, a disparate group of students must band together if they are going to survive during a deadly viral infection outbreak.",Mikhail Red,"Joshua Garcia,Julia Barretto,Ian Veneracion,Dimples Romana"
685,Pilátus,2020.0,74,"
Drama            ",7.0,"
The mother loves her daughter; the daughter loves her mother. The tragedy of misunderstood love. The adaptation of Magda Szabó's novel translated into twelve languages.",Linda Dombrovszky,"Ildikó Hámori,Anna Györgyi,Zsolt Kovács,Sándor Terhes"
686,Sensitive and in Love,2020.0,121,"
Drama            ",6.1,"
A millennial writer from San Francisco travels to the Philippines where she and her brother, a music producer, must come face to face with their traumatic childhood and embrace their seemingly unbearable trait.",Will Harper,"Madeleine Humphries,Elaine Aron,Arthur Aron,Olivia Marinaccio"
687,Dagaalty,2020.0,121,"
Action, Comedy, Drama            ",4.0,"
A conman tries to save an innocent girl from the clutches of a womanizer after realizing that he had fallen in love with her.",Vijay Anand,"Santhanam,Rittika Sen,Yogi Babu,Radha Ravi"
688,The Immortal Warrior,2020.0,80,"
Animation            ",7.5,"
In this English-language sequel to the acclaimed RIO 2096: A Story of Love and Fury, the immortal hero Abeguar embarks on a quest to save the love of his life Janaina and restore balance to...                ",Luiz Bolognesi,"Carlos Alayeto,Paula Barros,Rosa Maria Rodrigues Baróli,Maria Bodanzky Bolognesi"
689,Teresa Had A Dream,2020.0,75,"
Biography            ",,"
The film focuses on the life and vision of Servant of God Mother Teresa of St. Rose of Lima, foundress of CSST Congregation.",Raju Abraham,"Angelina,Architha Anish,Diya Rose Antony,Dona Teresa Antony"
690,Importinis jaunikis,2020.0,97,"
Comedy, Romance            ",4.1,"
A small-town businessman's world turns upside-down when his daughter introduces her new fiance. The disapproving father becomes determined to stop the wedding but ultimately learns a valuable lesson.",Simonas Askelavicius,"Mindaugas Capas,Gabriele Martirosian,Felipe Gabriel Xavier,Vitalija Mockeviciute"
691,The Average Color of the Universe,2020.0,63,"
Drama            ",6.9,"
In a life severely characterized by loss, a woman is in the borderland between the past and reality. Isolated but surrounded by the natural cycle, memory fragments flicker by and life seems like a vacuum.",Alexandra-Therese Keining,"Jennie Silfverhjelm,Zardasht Rad"
692,Blood Sings,2020.0,88,"
Drama, Fantasy            ",4.8,"
Two monster friends decide to follow different directions. Decades after leaving, Naiana is a high school teacher in a small coastal town, where a hotel under renovation emanates a strange ...                ","Petrus de Bairros,Jorge Polo","Rosalina Tamiza,Maricota,Lucas Inácio Nascimento,Noá Bonoba"
693,Beating Heart,2020.0,85,"
Comedy, Crime, Drama            ",,"
Since he is unemployed, Julian is a real house-husband taking care of his daughter with love. He took on debts without telling his wife. To get out of it, he will improvise as an outlaw.",Laurent Caujat,"Christophe Fluder,Jérôme Keen,Cylia Malki,David Martins"
